filename	read_id	run_id	channel	start_time	duration	num_events	passes_filtering	template_start	num_events_template	template_duration	sequence_length_template	mean_qscore_template	strand_score_template	median_template	mad_template
minion2_PC_20180219_FAH55989_MN19166_sequencing_run_madagascar_tb_mdr_1_10344_read_105191_ch_242_strand.fast5	fff475f2-f830-41ff-b80b-d57ecc49e6a0	13797ccf3e2df77597eb86d8e23088d7f34ba047	242	77088.789062	2.3025	1842	True	77088.921875	1742	2.1775	970	9.703579	-0.0013039999999999998	97.167351	10.596809
minion2_PC_20180219_FAH55989_MN19166_sequencing_run_madagascar_tb_mdr_1_10344_read_51155_ch_437_strand.fast5	fff44726-fd44-4061-8d30-10de6a6915cb	13797ccf3e2df77597eb86d8e23088d7f34ba047	437	38499.363281	1.5065	1205	True	38499.5	1096	1.37025	508	9.669236999999999	-0.001789	92.317963	10.237594999999999
minion2_PC_20180219_FAH55989_MN19166_sequencing_run_madagascar_tb_mdr_1_10344_read_26775_ch_36_strand.fast5	fff43f2c-3a22-492e-b94b-8e046c56efd6	13797ccf3e2df77597eb86d8e23088d7f34ba047	36	15337.279297	1.37175	1097	True	15337.302734	1078	1.348	592	11.725252000000001	-0.003218	88.366608	10.237594999999999
minion2_PC_20180219_FAH55989_MN19166_sequencing_run_madagascar_tb_mdr_1_10344_read_11539_ch_418_strand.fast5	fff40cc7-e551-4bcc-b38d-7ef3cb7ff36b	13797ccf3e2df77597eb86d8e23088d7f34ba047	418	7157.960937999999	4.12675	3301	True	7158.213379000001	3099	3.87425	1226	12.005192	-0.002363	87.827789	9.519165
minion2_PC_20180219_FAH55989_MN19166_sequencing_run_madagascar_tb_mdr_1_10344_read_4680_ch_396_strand.fast5	fff3ce2b-a968-49a5-b584-09d34a7e086c	13797ccf3e2df77597eb86d8e23088d7f34ba047	396	3342.118164	1.96425	1571	True	3342.68457	1118	1.398	576	9.929839	-0.001854	90.252487	10.3274
minion2_PC_20180219_FAH55989_MN19166_sequencing_run_madagascar_tb_mdr_1_10344_read_225_ch_6_strand.fast5	fff3c206-eef4-4f12-923f-6bd9ce09983f	13797ccf3e2df77597eb86d8e23088d7f34ba047	6	187.776749	3.369	2695	True	187.855499	2632	3.29025	1025	8.047077	-0.001306	92.85678100000001	9.339561
minion2_PC_20180219_FAH55989_MN19166_sequencing_run_madagascar_tb_mdr_1_10344_read_113619_ch_394_strand.fast5	fff3b54b-2461-4506-bb9b-5f39a9170afa	13797ccf3e2df77597eb86d8e23088d7f34ba047	394	97200.601562	1.38425	1107	False	97201.023438	771	0.96425	375	5.789007	-0.0018579999999999998	81.361938	8.082314
minion2_PC_20180219_FAH55989_MN19166_sequencing_run_madagascar_tb_mdr_1_10344_read_41401_ch_172_strand.fast5	fff39393-3ecc-47b0-b018-3d62d45abf3c	13797ccf3e2df77597eb86d8e23088d7f34ba047	172	37867.960938	1.32	1056	True	37868.332031	757	0.94625	401	9.037172	-0.001583	92.677177	9.519173
minion2_PC_20180219_FAH55989_MN19166_sequencing_run_madagascar_tb_mdr_1_10344_read_300_ch_284_strand.fast5	fff32719-b38f-465d-8631-72db8ab8f98d	13797ccf3e2df77597eb86d8e23088d7f34ba047	284	316.752258	2.43575	1948	True	316.77475	1930	2.41325	686	11.12195	-0.002165	88.546219	10.776413
minion2_PC_20180219_FAH55989_MN19166_sequencing_run_madagascar_tb_mdr_1_10344_read_29006_ch_7_strand.fast5	fff304cf-b2ca-473e-a34a-d2b706173357	13797ccf3e2df77597eb86d8e23088d7f34ba047	7	43569.179688	1.6995	1359	True	43569.453125	1142	1.42825	587	8.49847	-0.002012	90.521889	10.596809
minion2_PC_20180219_FAH55989_MN19166_sequencing_run_madagascar_tb_mdr_1_10344_read_15744_ch_117_strand.fast5	fff2e8f2-f7c1-420f-97c2-4111e79cb683	13797ccf3e2df77597eb86d8e23088d7f34ba047	117	10511.59375	1.57125	1257	True	10511.610352	1244	1.555	652	7.912622	-0.000785	89.085037	10.237594999999999
minion2_PC_20180219_FAH55989_MN19166_sequencing_run_madagascar_tb_mdr_1_10344_read_8068_ch_319_strand.fast5	fff2c6f4-6617-46c4-b714-75151ac33927	13797ccf3e2df77597eb86d8e23088d7f34ba047	319	4514.769043	1.96675	1573	True	4515.028809	1365	1.70675	702	10.646543	-0.001805	88.366608	9.87838
